track,start_sec,end_sec,centroid_hz,spread_hz,skewness,kurtosis,rms,stereo_width
01 - 1-1,0,9.999977324263039,1007.9295692354431,2194.381277775392,64.19530735652629,6042.585350821605,0.038512704050008596,0.9079200173845332
01 - 1-1,10,19.99997732426304,1460.5164444615293,3365.1811574364256,95.20877707156396,12292.515733710581,0.026724448472501876,0.8553155382978793
01 - 1-1,20,29.99997732426304,1186.5357316880638,2542.8747602439007,79.8771096059526,9164.165806555606,0.043520492011997085,0.8810686847939326
01 - 1-1,30,39.999977324263035,1087.3273568873542,2637.6557923249225,77.30761069058634,8774.80103464402,0.04419224757788822,0.9212437854988563
01 - 1-1,40,49.999977324263035,1690.4796752738787,3595.583716948534,104.62333183400418,15871.303511392804,0.04393756679032399,0.9896840213721494
01 - 1-1,50,59.999977324263035,1041.7940244987271,2363.2896804955262,80.87378997429667,9406.305101563195,0.05838994640958663,0.8674160420960886
01 - 1-1,60,69.99997732426304,1531.1287793402691,3004.765827856414,99.52899680161799,15142.903620706613,0.053506682673663056,0.39875385841480426
01 - 1-1,70,79.99997732426304,973.5745126594646,2187.936524852238,72.37952819557272,7496.427373587445,0.06486382319160976,0.7486391636952774
01 - 1-1,80,89.99997732426304,2140.0754300585563,4215.044876727093,142.1765827109469,23387.115552218398,0.03563150363149893,0.9983431593620518
01 - 1-1,90,99.99997732426304,988.2091062273075,2185.8155121399286,69.81216532105944,7571.073812241194,0.04821644168656382,0.8693710594806875
01 - 1-1,100,109.99997732426304,1718.4254087259164,3688.495039692457,106.24867337000492,14855.634796017348,0.027343393636386406,0.9343387430553046
01 - 1-1,110,119.99997732426304,1237.3218565180912,2676.162938811046,76.8304159186948,8656.64650305504,0.04283199327258989,0.8843393867536575
01 - 1-1,120,129.99997732426303,1018.9854552502348,2285.7221729754324,87.05013825935559,11434.848875068206,0.05528427583832802,0.9685874566135932
01 - 1-1,130,139.99997732426303,1493.238199157344,3284.8669431175267,90.89524208329222,12848.074101592158,0.04272206097698229,0.8818423866263078
01 - 1-1,140,149.99997732426303,1042.9674023063462,2309.977495960043,84.09967144570018,10179.302648245617,0.06355331913373359,0.9125320616194955
01 - 1-1,150,159.99997732426303,1424.3151093839315,2921.634930688043,76.59867435380181,8819.959032221597,0.05789930691323409,0.48466835113566054
01 - 1-1,160,169.99997732426303,911.888692464234,1967.1825299210093,65.38989445153227,6281.433317590219,0.07028592167431882,0.7942435588366317
01 - 1-1,170,179.99997732426303,1933.4103859728611,4018.457723984744,134.44478701619545,21218.340012241624,0.036354900948692294,0.9619266097728606
01 - 1-1,180,189.99997732426303,1002.6859235058082,2238.665973673497,78.89619951358641,9828.048461492359,0.04817540058964005,0.8533941814201604
01 - 1-1,190,199.99997732426303,1869.3928714880774,3854.787002149637,117.67341851024544,17808.325409468755,0.02622083055430354,0.8503247978477313
01 - 1-1,200,209.99997732426303,1216.1923832581108,2734.4534939210125,65.32546016778166,5992.273380728272,0.04155085609498777,0.9762281808089812
01 - 1-1,210,219.99997732426303,1104.0975708762992,2499.4522728994198,99.50465366003486,13606.798830287504,0.05408232060404634,0.8474789915986243
01 - 1-1,220,229.99997732426303,1931.5325121486733,3838.711289049047,89.49825057107729,11836.104136133987,0.03326622872152648,0.9986317764008178
01 - 1-1,230,239.99997732426303,997.8822066167728,2208.9258681049537,79.01327979989529,9084.15105297058,0.0660253430169745,0.8693083163556065
01 - 1-1,240,249.99997732426303,1512.824481143426,3081.371385373859,86.95680330439968,10849.699043130111,0.054246536640247395,0.4954973216685792
01 - 1-1,250,259.99997732426306,906.7538203066209,2032.9147732348192,69.91471909164902,7086.359414039556,0.07016965045741468,0.7938373418450195
01 - 1-1,260,269.99997732426306,1933.949619744319,4048.4023555392414,142.50964681753422,23420.367081562395,0.0369837324907926,0.9722058563222741
01 - 1-1,270,279.99997732426306,949.0835906282391,2160.7402256355545,73.32161992377398,8306.139449240807,0.05252254538646764,0.8709149440491296
01 - 1-1,280,289.99997732426306,1734.6348134255434,3700.6519315546616,99.35504912069538,13038.946674333303,0.028074588020164305,0.9312495425493375
01 - 1-1,290,299.99997732426306,1360.6601337141442,2993.0154475102427,73.44983191145482,8336.98499221976,0.0386377782678565,0.9909213538366235
01 - 1-1,300,309.99997732426306,1074.7575708151476,2427.3283285754055,102.4549568214383,14506.504461175795,0.056548431451544,0.8576770690611555
01 - 1-1,310,319.99997732426306,1614.5856433053264,3274.809757264225,61.55258436217813,6141.561801322096,0.03398400438830164,0.9082351687415753
01 - 1-1,320,329.99997732426306,933.2556457265449,1974.795969418677,61.79464822640436,5669.595915031602,0.07400462704605922,0.8225711458138801
01 - 1-1,330,339.99997732426306,1236.338907177747,2559.9867945345272,55.046453878488975,4315.375403349664,0.05948431296323097,0.7604019940611682
01 - 1-1,340,349.99997732426306,878.1457795183286,1987.4529477408116,68.01044161339048,6742.763359199829,0.07395506825246921,0.8231526138203519
01 - 1-1,350,359.99997732426306,1771.396531603488,3941.4173817151313,142.20362249520295,25168.90219012039,0.03209764983040638,0.9366922334395589
01 - 1-1,360,369.99997732426306,1015.1441244076682,2291.7039435266893,88.57336136045438,12798.730433429999,0.045318479328801266,0.8873629090665516
01 - 1-1,370,379.99997732426306,1353.068508181119,3106.7702971397334,60.41442225270942,5161.657868720315,0.03159867273366628,0.8707037744380088
01 - 1-1,380,389.99997732426306,1628.7968448430727,3402.6154634278646,79.39378801865239,10282.494283989621,0.03190013122891114,0.9855898866833267
01 - 1-1,390,399.99997732426306,1122.3226576392844,2525.6725916180476,103.0811541726597,14812.420531417361,0.05174715964473967,0.823806788282192
01 - 1-1,400,409.99997732426306,1608.0878866188348,3371.510996257808,75.00393493262675,8211.656705118903,0.03193188698799337,0.9208768927211932
01 - 1-1,410,419.99997732426306,980.5847854932379,2091.8571097182516,63.091183592476924,5839.644309009016,0.06449915270303518,0.886436073938941
01 - 1-1,420,429.99997732426306,1377.4176821689023,2774.7702010626517,49.2236564982547,3503.06703774557,0.03383157124630742,0.48679128201467137
01 - 1-1,430,439.99997732426306,915.6194160818835,1846.7186296826897,46.22013031083985,2915.431697608878,0.06896555912864469,0.7513086890865132
01 - 1-1,440,449.99997732426306,1578.5633556032299,3346.3868059442093,93.17914803475408,11713.764721946076,0.03087742300856481,0.9572564483830754
01 - 1-1,450,459.99997732426306,1036.467576843141,2392.0293575215883,94.63857600833197,14725.601092324985,0.04360573578200835,0.8860669421474464
01 - 1-1,460,469.99997732426306,1675.632338816361,3552.629445454606,85.1335371168924,9633.95069561788,0.028550187385630144,0.9544816100295501
01 - 1-1,470,479.99997732426306,1744.9957082306746,3661.137845121801,73.62468131879312,8387.989765606537,0.03172154581022381,0.9741038276699108
01 - 1-1,480,489.99997732426306,1061.8892197614325,2343.611703968929,94.429176081941307,13301.097534812467,0.056712631134608234,0.8498568537411528
01 - 1-1,490,499.99997732426306,1373.0280691303683,3002.536089230641,55.432541351594296,4280.41073397382,0.03931681392826948,0.9808429780848447
01 - 1-1,500,509.99997732426306,989.324376539184,2020.5114878845372,60.37751385886498,5369.409198476442,0.06221428687379078,0.8773720405583421
01 - 1-1,510,519.999977324263,1290.6634377031241,2844.3429955151573,75.22273938756727,7459.162905664137,0.040498797579533126,0.5821157955737928
01 - 1-1,520,529.999977324263,872.1992994186422,1886.6833525258858,53.6026934369906,3755.2520044916346,0.07533698823097004,0.931553463175546
01 - 1-1,530,539.999977324263,1561.7893717196953,3644.0585370788763,123.14376735955105,18517.94932149033,0.03334195701919026,0.8784865259246312
01 - 1-1,540,549.999977324263,1088.185255807901,2523.991927857405,107.66351146235883,17938.266092980663,0.043319408233098294,0.8734724061767077
01 - 1-1,550,559.999977324263,1704.1451167399375,3509.4756561581485,87.95760269451317,11267.134411299894,0.027147072947199147,0.9718023897075015
01 - 1-1,560,569.999977324263,1657.548633080308,3669.21452283473,82.78824084722119,9698.678312134207,0.03582521334425634,0.9244551629983365
01 - 1-1,570,579.999977324263,1106.9369842598157,2507.5083916655576,100.71990786236519,14776.32620608487,0.05163701753666847,0.797658790866377
01 - 1-1,580,589.999977324263,1290.2946740770603,2782.6463898918837,48.26005450803368,3758.230862811478,0.030146621667044533,0.9601924673814206
01 - 1-1,590,599.999977324263,940.0518767816435,1865.647487820265,51.109680651011686,3803.018231366451,0.0688722278845249,0.8655237857769842
01 - 1-1,600,609.999977324263,1259.1268168059967,2804.405863808881,77.67976320636619,7839.973196243143,0.041856962861730865,0.7011304296430225
01 - 1-1,610,619.999977324263,868.0640302730288,1923.6785601575214,54.26868607319758,3825.4686656517783,0.07332499475949093,0.9298031034857498
01 - 1-1,620,629.999977324263,1534.7202213112014,3648.541355324336,118.51198458842414,17291.69728276199,0.03447144695350608,0.8939319010170991
01 - 1-1,630,639.999977324263,1067.0104032391125,2535.612040934203,91.07924050176479,12828.84608226617,0.04771996536435674,0.9015046891589837
01 - 1-1,640,649.999977324263,1545.1652179522878,3233.8099381956845,74.43638052806534,8644.899746910007,0.02998822521206093,0.964022721979235
01 - 1-1,650,659.999977324263,2719.2877900196795,4653.383746886392,124.81565146162276,19970.723281002665,0.02977967267931959,0.9483565925082227
01 - 1-1,660,669.999977324263,1075.1085448400993,2407.3617418823383,94.26021640907186,13473.785942482242,0.05587865765536214,0.8092165166691777
01 - 1-1,670,679.999977324263,1403.9236146874352,2975.6781042166112,58.885695476113746,5083.3766730136185,0.030962336638202834,0.9281514815636462
01 - 1-1,680,689.999977324263,928.5487890030794,1797.3110238338086,47.7221921696762,3219.2586614848133,0.07068708253369976,0.8460213473853685
01 - 1-1,690,699.999977324263,1044.1623088410374,2262.5261764574534,58.14907997898019,4755.589742102603,0.051432518407156624,0.8136799468634607
01 - 1-1,700,709.999977324263,858.7155874606912,1923.434985658183,51.07000971104379,3419.4644323868156,0.07410450738118998,0.9163848396400258
01 - 1-1,710,719.999977324263,1457.7339454593882,3556.569994630903,108.56530002410645,14810.627253039442,0.03527491733195216,0.8579159775410895
01 - 1-1,720,729.999977324263,1207.204995941583,2835.157028623305,118.79750382875375,20433.897784143446,0.04349062802158325,0.8636751713747418
01 - 1-1,730,739.999977324263,1134.0605176932042,2234.6197847876156,47.69098588315559,3131.487639291057,0.05695232105177781,0.9390209361349711
01 - 1-1,740,749.999977324263,1701.3683706864622,3178.0242832827234,62.09021383599516,5316.596772251599,0.038574990854262754,0.899709328018158
01 - 1-1,750,759.999977324263,1106.7395063077315,2444.402858478185,91.84302554816053,13492.265164226297,0.053511686115570965,0.8019301400526541
01 - 1-1,760,769.999977324263,1319.562274989684,2829.042489192105,52.275695425705486,4131.482530796312,0.0321307679117016,0.9230147786637322
01 - 1-1,770,779.999977324263,934.7270487518874,1799.4406902475534,47.22651152700347,3230.7285016004894,0.06527307638843753,0.8675771136531282
01 - 1-1,780,789.999977324263,1127.53659109894,2323.892370211058,59.52878616484601,4955.054655020282,0.04525750570600291,0.5783831602218481
01 - 1-1,790,799.999977324263,882.1729193022522,1797.2815378312862,42.337254716128506,2487.3722458737993,0.08129362038218843,0.9992822063613109
01 - 1-1,800,809.999977324263,1197.9630817797624,2735.6798095088534,65.50350348314178,5945.12839165228,0.04475236530987261,0.7973289840849412
01 - 1-1,810,819.999977324263,1292.4547264961627,3005.6518689724307,120.0750967762177,20641.61344183619,0.04055933741900145,0.8210210332121008
01 - 1-1,820,829.999977324263,1282.283366647588,2742.3922787889,64.85565495734555,6403.234406328151,0.03681889735460724,0.9189947311071869
01 - 1-1,830,839.999977324263,1704.1084413418841,3660.195038429757,67.34616280529279,6250.738717889965,0.02615353880606019,0.8233053606187888
01 - 1-1,840,849.999977324263,1072.792592389924,2349.850431620317,79.67628676777515,10459.982285257936,0.056793661628042856,0.8354823572578015
01 - 1-1,850,859.999977324263,1176.449965901405,2617.377342029446,49.33707055874385,3388.2559754505,0.04546921507698633,0.9961961162128383
01 - 1-1,860,869.999977324263,947.1323192940215,1767.5659129084875,46.17087690270331,3138.4926942079874,0.06316780688487786,0.8452590674056154
01 - 1-1,870,879.999977324263,1094.9277275237484,2435.4228095542953,73.36825553401387,7241.088438042876,0.043092230156353474,0.6361293963456612
01 - 1-1,880,889.999977324263,889.9302552950134,1958.5408841927479,51.93511727777201,3632.566503463197,0.07372965877723554,0.9646310383587914
01 - 1-1,890,899.999977324263,1339.4013230630715,3369.3599450629586,96.02880341245567,11755.50914153564,0.03732567755973151,0.7957015830416543
01 - 1-1,900,909.999977324263,1319.233758265276,3070.177268986502,109.07280464187966,17117.20494177079,0.044575740589397714,0.8385082385537845
01 - 1-1,910,919.999977324263,1328.6022472799532,2743.773328610516,64.52410202503071,6381.896244809197,0.038518814728215174,0.9578915943021502
01 - 1-1,920,929.999977324263,2330.795990833891,4209.314497606294,117.77232678889109,18061.95235339415,0.02296361017675594,0.8277406750899197
01 - 1-1,930,939.999977324263,1032.7201873385404,2252.5969413275425,74.63715825601457,9602.909760961804,0.059693770202453963,0.8520949633628466
01 - 1-1,940,949.999977324263,1298.307616672582,2872.9105739165634,59.57665175735001,5079.6758867651315,0.03351947317710518,0.9142328980807792
01 - 1-1,950,959.999977324263,932.3716540174908,1722.5081142290076,43.815118726571036,2824.9211942407173,0.06808709339337281,0.8296317248526157
01 - 1-1,960,969.999977324263,1036.829237037744,2292.420269635956,63.6073031288721,5426.031767018263,0.05097796523148593,0.7044800471952146
01 - 1-1,970,979.999977324263,875.7753232660477,1908.5567000467533,56.246878665859384,4472.379318483756,0.07844762570693661,0.9943965603928935
01 - 1-1,980,989.999977324263,1418.7532383021355,3423.9861373656,69.68864264483346,6606.513195244882,0.031097305546248444,0.6723289021115915
01 - 1-1,990,999.999977324263,5163.243808317617,5993.975168549106,149.3769903696376,28638.531405870122,0.00457696798993306,0.7517719239513682
01 - 1-1,1000,1009.999977324263,11388.645186747925,6614.304208288343,354.97238907665593,137803.79328107953,3.529602237121811e-5,0.742588853497332
01 - 1-1,1010,1019.999977324263,11495.175218072103,6614.591521460821,350.0476955792419,135001.45883736078,3.532546254817446e-5,0.7082140055235321
01 - 1-1,1020,1029.999977324263,11492.339892992408,6622.891292727402,349.63552769284416,134761.1786205778,3.599044830254948e-5,0.6372410390782434
02 - 1-2,0,9.999977324263039,2785.7703191330424,3375.4356310358444,28.235410982062856,1206.0893356621668,0.025905996776881615,0.22928949420213895
02 - 1-2,10,19.99997732426304,2674.437847541213,3450.422339293766,31.18886133938179,1394.4028801165248,0.05902097149470767,0.13673140353336366
02 - 1-2,20,29.99997732426304,2562.0186113837526,3243.610181030302,25.97711511194817,1008.8842686442891,0.04643915681686378,0.2799863536852446
02 - 1-2,30,39.999977324263035,2152.380021361078,2918.296209685493,46.446483294719506,3574.602860620316,0.06287398372017042,0.3708959389991243
02 - 1-2,40,49.999977324263035,3067.8128834799268,3488.1350377169156,23.22495759826962,728.2252906196157,0.03639764881493287,0.42887060386658205
02 - 1-2,50,59.999977324263035,2490.7369466467253,3206.9102554984565,26.34509395047259,1026.3530684618622,0.05668880760365468,0.4067818089595824
02 - 1-2,60,69.99997732426304,2940.8333346956915,3479.4616936322395,25.662409084369376,904.9850863938368,0.05031534217502472,0.26266194851794245
02 - 1-2,70,79.99997732426304,2766.524015697065,3455.7476402335465,26.637731011489738,1069.6743718168032,0.03574767728884209,0.6458715434460394
02 - 1-2,80,89.99997732426304,2183.319877546535,3000.8669097068887,31.508975819903558,1744.020025605663,0.06741502282566415,0.22345146504769664
02 - 1-2,90,99.99997732426304,3293.628459219413,4133.077016142081,24.772984146183916,1054.908675460356,0.0221219891250741,0.9960471804524611
02 - 1-2,100,109.99997732426304,2536.9902869975817,3248.332060610985,25.20198294860992,983.1222509026098,0.0533900774379937,0.32344100166205525
02 - 1-2,110,119.99997732426304,2427.4588788009078,3182.2668167637285,40.35762783380804,2610.929669744674,0.05495821148249913,0.34854865186096184
02 - 1-2,120,129.99997732426303,2753.313565876328,3331.360495952571,24.164657909157317,899.3353604278897,0.03380283566999381,0.5552098217809569
02 - 1-2,130,139.99997732426303,2368.6904792633813,3191.97746688455,37.32861324357405,2455.208842814017,0.058206611600399694,0.2999428491784658
02 - 1-2,140,149.99997732426303,2434.207350056647,3091.651328103505,25.64857857822135,1049.2375265966657,0.04128496846999866,0.433549868993113
02 - 1-2,150,159.99997732426303,3147.826080495592,3633.196081679687,27.79756260787103,1049.2840939533564,0.05203201566250491,0.32192657129293534
02 - 1-2,160,169.99997732426303,2522.634623263755,3165.7933043989105,26.057755825944643,1164.9615952347715,0.04613685512752926,0.45371598505181054
02 - 1-2,170,179.99997732426303,3241.5358661592104,3692.675929637311,30.032434962759023,1231.7981596921138,0.03992552882479884,0.3844328227573036
02 - 1-2,180,189.99997732426303,2199.2494767929234,2996.6181233909592,34.40285627550266,2058.9801069096325,0.06600091988603897,0.31882151100820477
02 - 1-2,190,199.99997732426303,3318.237554202238,4161.152108663116,26.21688751861645,868.8107316859135,0.027513934977382585,0.5140682453209156
02 - 1-2,200,209.99997732426303,2617.902093346592,3215.860363434648,22.874646026296745,833.5439967297243,0.061701779024079854,0.3857495326942373
02 - 1-2,210,219.99997732426303,2661.445550964436,3453.0034089484566,30.690838959435048,1342.549408789399,0.0459277097019793,0.20145241486612164
02 - 1-2,220,229.99997732426303,3009.465703372071,3465.941328575435,28.44926009603755,1177.1507530351028,0.04369156930550551,0.6150704309998696
02 - 1-2,230,239.99997732426303,2098.472077797161,2990.171525478573,48.19785412948008,3662.5897340567194,0.049677245131909714,0.14456510236755382
02 - 1-2,240,249.99997732426303,2595.9904914016406,3271.8676348794215,27.264225372558325,1172.3328813322191,0.0590585473184478,0.4467586735426786
02 - 1-2,250,259.99997732426306,2309.5909165853695,3429.699009989795,62.106185244695546,5160.93453559491,0.041180149921137194,0.08745744773230313
02 - 1-2,260,269.99997732426306,2537.9889459210294,3268.6446535116916,24.340435506985994,936.3058401072378,0.05055267828782016,0.550647180597944
02 - 1-2,270,279.99997732426306,2648.7540335923404,3290.7001442396017,50.148060724342606,3867.216469097443,0.04377406382455567,0.1624921899511511
02 - 1-2,280,289.99997732426306,2075.2140153388177,2925.5869015298294,47.76102617709229,3612.7527693677516,0.05714215259201064,0.42569927025647225
02 - 1-2,290,299.99997732426306,3068.7994641607183,3598.7362268753227,24.70349065920288,810.7744772598403,0.04467812284897125,0.23927753176037636
02 - 1-2,300,309.99997732426306,2094.2879639134117,2902.929827417357,37.24844899479175,2322.2153041968095,0.064329848725118835,0.3539287331427713
02 - 1-2,310,319.99997732426306,3145.8010965363005,3752.330577643377,27.09377133740041,974.6069478197414,0.03782099610014799,0.28475982853484794
02 - 1-2,320,329.99997732426306,2211.7617076948254,3028.328060249193,26.542847354363357,1157.058275861411,0.07512191400013632,0.333871529954725
02 - 1-2,330,339.99997732426306,2669.797839340467,3293.0773360046455,25.96806574796922,1090.6358286360287,0.043134648725843674,0.29084448249969275
02 - 1-2,340,349.99997732426306,2112.12430428562,2963.3692060499234,59.15205933134114,5323.672472343193,0.05173718700987203,0.4510129954959483
02 - 1-2,350,359.99997732426306,2659.096985011115,3307.3345926511165,21.36533619185721,652.4095952955242,0.052385581048507095,0.2423774800378118
02 - 1-2,360,369.99997732426306,2521.6191943169483,3344.5813845817243,19.717131233914923,527.9162767244532,0.04029682558349272,0.616445442420565
02 - 1-2,370,379.99997732426306,2906.0970923156474,3462.566014568667,27.154776445563037,1105.2030977576242,0.05205146669169987,0.22310363132007827
02 - 1-2,380,389.99997732426306,2366.9555618394834,3119.941619473225,28.925811297805048,1308.1034504255128,0.049224431103010745,0.4841926563913874
02 - 1-2,390,399.99997732426306,2286.274386502404,3054.200878726301,43.97784735078779,3307.0829508238253,0.05484855613536447,0.21637318297279895
02 - 1-2,400,409.99997732426306,2669.4661672289817,3232.013048881129,33.93850289668704,1877.7185820350055,0.0399936618020907,0.6515686256291165
